


2022-12-03 00:02:54:748877  ->     Device used:genmet0

2022-12-03 00:02:54:748877  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-03 01:22:49:243081  ->      41.6    51.9           0.4096662917   0.5224667887   0.7477980905           0.9348256764   0.2191137353 +0.2794461053 *i
2022-12-03 01:22:49:795189  ->      36.5    35.5           0.4842544614   0.3454153504   0.8038568606           0.9496991262   0.2549515146 +0.1818551480 *i
2022-12-03 01:22:50:347088  ->      37.7    38.1           0.4812320448   0.3773341224   0.7912235330           0.9463676698   0.2542521581 +0.1993591574 *i
2022-12-03 01:22:50:899313  ->      42.2    34.9           0.5509129014   0.3843221633   0.7408045963           0.9329535348   0.2952520575 +0.2059706882 *i
2022-12-03 01:22:51:451541  ->      38.3    38.7           0.4836944022   0.3875122882   0.7847763705           0.9446630009   0.2560142621 +0.2051061002 *i
2022-12-03 01:22:52:004012  ->      43.1    43.3           0.4972680385   0.4686016941   0.7301622766           0.9300973811   0.2673204165 +0.2519100169 *i
2022-12-03 01:22:52:556381  ->      37.8    40.5           0.4660581800   0.3980512898   0.7901550124           0.9460853588   0.2463087372 +0.2103675351 *i
2022-12-03 01:22:53:108673  ->      36.5    35.2           0.4860564056   0.3428750767   0.8038568606           0.9496991262   0.2559002068 +0.1805177383 *i
2022-12-03 01:22:53:660992  ->      37.4    40.0           0.4652768869   0.3904136642   0.7944146205           0.9472102777   0.2456037998 +0.2060860579 *i
2022-12-03 01:22:54:212665  ->      42.1    42.0           0.4982240727   0.4486029701   0.7419758410           0.9332673360   0.2669246279 +0.2403400145 *i
2022-12-03 01:22:54:764568  ->      44.4    44.4           0.4998903417   0.4895287901   0.7144726796           0.9258705848   0.2699569194 +0.2643613471 *i
2022-12-03 01:22:55:316341  ->      42.0    37.0           0.5343914631   0.4026928514   0.7431448255           0.9335804265   0.2862053702 +0.2156712159 *i
2022-12-03 01:22:55:868339  ->      41.0    44.3           0.4695366799   0.4582016540   0.7547095802           0.9366721892   0.2506408781 +0.2445901881 *i
2022-12-03 01:22:56:420310  ->      35.5    60.8           0.2833015460   0.5069084304   0.8141155184           0.9523957996   0.1487309930 +0.2661227772 *i
2022-12-03 01:22:56:972735  ->      39.5    48.6           0.4206460743   0.4771293142   0.7716245834           0.9411760153   0.2234683351 +0.2534750708 *i
2022-12-03 01:22:57:524837  ->      38.4    24.6           0.5647699909   0.2585718901   0.7836934573           0.9443763702   0.2990174303 +0.1369008683 *i
2022-12-03 01:22:58:077293  ->      41.5    49.9           0.4268092306   0.5068522556   0.7489557208           0.9351352097   0.2282072294 +0.2710047971 *i
2022-12-03 01:22:58:629281  ->      40.6    37.7           0.5149078753   0.3979660309   0.7592713073           0.9378889346   0.2745036520 +0.2121605321 *i
2022-12-03 01:22:59:181172  ->      37.0    51.4           0.3754601139   0.4703307612   0.7986355100           0.9483236552   0.1979599011 +0.2479800850 *i
2022-12-03 01:22:59:732944  ->      38.2    53.0           0.3721674628   0.4938829042   0.7858568932           0.9449489122   0.1969246474 +0.2613278336 *i
2022-12-03 01:23:00:284927  ->      35.1    43.4           0.4177842518   0.3950789273   0.8181497174           0.9534541723   0.2190898440 +0.2071829663 *i
2022-12-03 01:23:00:837363  ->      31.7    56.8           0.2877289511   0.4396959254   0.8508111094           0.9619800178   0.1495503783 +0.2285369328 *i
2022-12-03 01:23:01:389540  ->      37.6    38.1           0.4801445980   0.3764814552   0.7922896434           0.9466492601   0.2536021620 +0.1988494953 *i
2022-12-03 01:23:01:942051  ->      38.5    42.8           0.4567575800   0.4229621566   0.7826081569           0.9440890204   0.2419038725 +0.2240054420 *i
2022-12-03 01:23:02:494132  ->      40.6    32.8           0.5470190734   0.3525297365   0.7592713073           0.9378889346   0.2916225223 +0.1879378909 *i
2022-12-03 01:23:03:046028  ->      41.3    40.4           0.5026165532   0.4277602157   0.7512641335           0.9357521396   0.2685628661 +0.2285649146 *i
2022-12-03 01:23:03:598315  ->      43.0    34.9           0.5593422343   0.3902025474   0.7313537016           0.9304175680   0.3005866686 +0.2096921645 *i
2022-12-03 01:23:04:150537  ->      42.7    35.7           0.5507222965   0.3957341152   0.7349145951           0.9313738764   0.2956504957 +0.2124464328 *i
2022-12-03 01:23:04:702603  ->      38.9    44.2           0.4501933772   0.4377939297   0.7782431485           0.9429324336   0.2387198495 +0.2321449099 *i
2022-12-03 01:23:05:254726  ->      33.6    41.5           0.4144657666   0.3666883350   0.8329212407           0.9573194975   0.2164720178 +0.1915182632 *i
2022-12-03 01:23:05:807068  ->      40.3    45.5           0.4533409485   0.4613231007   0.7626683297           0.9387939949   0.2414485771 +0.2456998571 *i
2022-12-03 01:23:06:359891  ->      35.6    36.7           0.4667320194   0.3478913256   0.8131007610           0.9521293927   0.2450990501 +0.1826912016 *i
2022-12-03 01:23:06:912440  ->      43.9    44.0           0.4987915327   0.4816773841   0.7205511117           0.9275104074   0.2688872970 +0.2596614444 *i
2022-12-03 01:23:07:464362  ->      32.3    60.3           0.2647495035   0.4641552905   0.8452618332           0.9605367857   0.1378133079 +0.2416124491 *i
2022-12-03 01:23:08:016412  ->      42.0    49.3           0.4363390004   0.5072908881   0.7431448255           0.9335804265   0.2336911679 +0.2716910475 *i
2022-12-03 01:23:08:569060  ->      42.2    24.7           0.6102636484   0.2806899171   0.7408045963           0.9329535348   0.3270600441 +0.1504308128 *i
2022-12-03 01:23:09:121331  ->      40.0    50.1           0.4123158754   0.4931242542   0.7660444431           0.9396926208   0.2193886949 +0.2623859352 *i
2022-12-03 01:23:09:673618  ->      33.2    37.4           0.4349922304   0.3325766727   0.8367643135           0.9583225745   0.2269550160 +0.1735202121 *i
2022-12-03 01:23:10:225930  ->      40.4    58.1           0.3424914012   0.5502354462   0.7615383075           0.9384930228   0.1824688053 +0.2931483947 *i
2022-12-03 01:23:10:778128  ->      39.4    47.9           0.4255402319   0.4709547063   0.7727335735           0.9414705448   0.2259976344 +0.2501165379 *i
2022-12-03 01:23:11:330430  ->      37.0    52.7           0.3646929231   0.4787278913   0.7986355100           0.9483236552   0.1922829411 +0.2524074395 *i
2022-12-03 01:23:11:882689  ->      39.3    33.8           0.5263296683   0.3523470024   0.7738402097           0.9417643574   0.2794380909 +0.1870674971 *i
2022-12-03 01:23:12:434557  ->      37.2    38.3           0.4744750990   0.3747178540   0.7965299180           0.9477684100   0.2503117291 +0.1976842919 *i
2022-12-03 01:23:12:986239  ->      40.3    47.5           0.4369648414   0.4768634461   0.7626683297           0.9387939949   0.2327266918 +0.2539766172 *i
2022-12-03 01:23:13:538058  ->      43.9    30.6           0.5968400952   0.3529702483   0.7205511117           0.9275104074   0.3217430718 +0.1902783222 *i
2022-12-03 01:23:14:090284  ->      35.4    42.4           0.4277732754   0.3906106776   0.8151277957           0.9526614813   0.2245148376 +0.2050102189 *i
2022-12-03 01:23:14:642472  ->      42.5    35.2           0.5520550915   0.3894320282   0.7372773368           0.9320078693   0.2961643939 +0.2089209979 *i
2022-12-03 01:23:15:194757  ->      37.9    35.4           0.5007209411   0.3558438509   0.7890840848           0.9458023273   0.2647069724 +0.1881174536 *i
2022-12-03 01:23:15:747203  ->      40.3    44.0           0.4652616309   0.4492979343   0.7626683297           0.9387939949   0.2477975112 +0.2392952750 *i
2022-12-03 01:23:16:298814  ->      42.1    41.5           0.5021198516   0.4442381186   0.7419758410           0.9332673360   0.2690117999 +0.2380015358 *i
2022-12-03 01:23:16:850725  ->      40.5    46.6           0.4462276429   0.4718725020   0.7604059656           0.9381913359   0.2378127072 +0.2514798869 *i
2022-12-03 01:23:17:402980  ->      41.7    37.6           0.5270551204   0.4058870838   0.7466381823           0.9345154312   0.2819938028 +0.2171644631 *i
2022-12-03 01:23:17:955189  ->      38.7    45.0           0.4421133222   0.4421133222   0.7804304073           0.9435121640   0.2342912678 +0.2342912678 *i
2022-12-03 01:23:18:507135  ->      48.1    62.1           0.3482855636   0.6577969626   0.6678325555           0.9131901652   0.1906971718 +0.3601642833 *i
2022-12-03 01:23:19:059472  ->      39.5    46.7           0.4362341174   0.4629204005   0.7716245834           0.9411760153   0.2317494870 +0.2459265817 *i
2022-12-03 01:23:19:611521  ->      37.9    25.4           0.5549055011   0.2634885043   0.7890840848           0.9458023273   0.2933517317 +0.1392936434 *i
2022-12-03 01:23:20:163821  ->      40.4    52.4           0.3954472233   0.5134986853   0.7615383075           0.9384930228   0.2106820262 +0.2735761869 *i
2022-12-03 01:23:20:716600  ->      43.5    43.7           0.4976577430   0.4755720689   0.7253743710           0.9288095529   0.2679008530 +0.2560116159 *i
2022-12-03 01:23:21:268996  ->      35.5    53.6           0.3446001014   0.4674042072   0.8141155184           0.9523957996   0.1809122329 +0.2453833833 *i
2022-12-03 01:23:21:821207  ->      37.7    50.7           0.3873295303   0.4732242130   0.7912235330           0.9463676698   0.2046400901 +0.2500213332 *i
2022-12-03 01:23:22:372943  ->      39.1    44.8           0.4475090972   0.4443957493   0.7760464071           0.9423498308   0.2374431886 +0.2357912820 *i
2022-12-03 01:23:22:924605  ->      41.2    48.0           0.4407492779   0.4895016639   0.7524149089           0.9360595357   0.2354280155 +0.2614693004 *i
2022-12-03 01:23:23:476668  ->      36.3    38.9           0.4607302002   0.3717624059   0.8059282822           0.9502442534   0.2424272489 +0.1956141300 *i
2022-12-03 01:23:24:028809  ->      39.2    46.7           0.4334572954   0.4599737085   0.7749444887           0.9420574528   0.2300588431 +0.2441325140 *i
2022-12-03 01:23:24:581078  ->      32.3    30.9           0.4585089983   0.2744119745   0.8452618332           0.9605367857   0.2386733154 +0.1428430325 *i
2022-12-03 01:23:25:133584  ->      42.9    40.9           0.5145252303   0.4456957357   0.7325428988           0.9307370463   0.2764074087 +0.2394316082 *i
2022-12-03 01:23:25:686020  ->      37.5    34.0           0.5046860974   0.3404150710   0.7933533403           0.9469301295   0.2664853940 +0.1797466679 *i
2022-12-03 01:23:26:238343  ->      40.4    37.5           0.5141880884   0.3945503971   0.7615383075           0.9384930228   0.2739434796 +0.2102042251 *i
2022-12-03 01:23:26:790339  ->      42.0    45.3           0.4706629240   0.4756176830   0.7431448255           0.9335804265   0.2520741174 +0.2547277500 *i
2022-12-03 01:23:27:342530  ->      43.5    41.2           0.5179282454   0.4534119038   0.7253743710           0.9288095529   0.2788129406 +0.2440822785 *i
2022-12-03 01:23:27:895051  ->      43.6    47.7           0.4641225825   0.5100640583   0.7241718614           0.9284858269   0.2499352004 +0.2746751988 *i
2022-12-03 01:23:28:447186  ->      42.2    36.6           0.5392690276   0.4004965244   0.7408045963           0.9329535348   0.2890117286 +0.2146390519 *i
2022-12-03 01:23:28:999659  ->      44.6    45.0           0.4964971852   0.4964971852   0.7120260460           0.9252097184   0.2683160236 +0.2683160236 *i
2022-12-03 01:23:29:551799  ->      39.5    62.2           0.2966583841   0.5626626924   0.7716245834           0.9411760153   0.1575998428 +0.2989147000 *i
2022-12-03 01:23:30:103917  ->      41.0    49.3           0.4278150456   0.4973808765   0.7547095802           0.9366721892   0.2283696743 +0.2655042405 *i
2022-12-03 01:23:30:655817  ->      43.1    25.1           0.6187514106   0.2898443404   0.7301622766           0.9300973811   0.3326272190 +0.1558139751 *i
2022-12-03 01:23:31:207545  ->      37.7    49.3           0.3987758068   0.4636196467   0.7912235330           0.9463676698   0.2106875686 +0.2449468961 *i
2022-12-03 01:23:31:759322  ->      37.5    47.0           0.4151742963   0.4452199245   0.7933533403           0.9469301295   0.2192211882 +0.2350859428 *i
2022-12-03 01:23:32:312364  ->      42.7    36.6           0.5444384339   0.4043356644   0.7349145951           0.9313738764   0.2922770585 +0.2170640999 *i
2022-12-03 01:23:32:864487  ->      42.5    52.5           0.4112732602   0.5359817479   0.7372773368           0.9320078693   0.2206382981 +0.2875414283 *i
2022-12-03 01:23:33:416852  ->      42.8    50.4           0.4330921870   0.5235185226   0.7337298645           0.9310558159   0.2325812156 +0.2811423943 *i
2022-12-03 01:23:33:969152  ->      39.5    46.8           0.4354255048   0.4636810672   0.7716245834           0.9411760153   0.2313199114 +0.2463306861 *i
2022-12-03 01:23:34:521517  ->      44.3    38.1           0.5496074480   0.4309472869   0.7156927337           0.9261999605   0.2967002113 +0.2326426826 *i
2022-12-03 01:23:35:073877  ->      30.8    46.0           0.3556948621   0.3683328122   0.8589598969           0.9640954042   0.1844707798 +0.1910250845 *i
2022-12-03 01:23:35:625887  ->      38.1    31.1           0.5283475099   0.3187195946   0.7869350220           0.9452341038   0.2794797118 +0.1685929408 *i
2022-12-03 01:23:36:178077  ->      39.9    42.7           0.4714106963   0.4350052704   0.7671651518           0.9399907318   0.2507528427 +0.2313880636 *i
2022-12-03 01:23:36:729777  ->      35.5    35.8           0.4709871570   0.3396866508   0.8141155184           0.9523957996   0.2472644026 +0.1783327115 *i
2022-12-03 01:23:37:282254  ->      37.2    39.2           0.4685307519   0.3821243570   0.7965299180           0.9477684100   0.2471757589 +0.2015916298 *i
2022-12-03 01:23:37:834394  ->      43.1    45.3           0.4806111530   0.4856706388   0.7301622766           0.9300973811   0.2583660393 +0.2610859082 *i
2022-12-03 01:23:38:386427  ->      40.5    41.3           0.4879070253   0.4286367952   0.7604059656           0.9381913359   0.2600253310 +0.2284378350 *i
2022-12-03 01:23:38:938662  ->      41.9    48.7           0.4407706005   0.5017186461   0.7443115462           0.9338928060   0.2359856494 +0.2686168278 *i
2022-12-03 01:23:39:490932  ->      41.4    36.7           0.5302237469   0.3952166007   0.7501110696           0.9354440308   0.2834075206 +0.2112454555 *i
2022-12-03 01:23:40:042682  ->      39.8    44.8           0.4542031109   0.4510431924   0.7682835236           0.9402881270   0.2415233681 +0.2398430755 *i
2022-12-03 01:23:40:595029  ->      40.2    61.8           0.3050115240   0.5688440884   0.7637960286           0.9390942521   0.1623966515 +0.3028684752 *i
2022-12-03 01:23:41:146903  ->      42.0    47.6           0.4511963655   0.4941230698   0.7431448255           0.9335804265   0.2416483640 +0.2646387263 *i
2022-12-03 01:23:41:699280  ->      43.3    28.3           0.6038475284   0.3251383947   0.7277727577           0.9294548826   0.3248396128 +0.1749081105 *i
2022-12-03 01:23:42:251275  ->      39.3    51.5           0.3942888638   0.4956890373   0.7738402097           0.9417643574   0.2093352019 +0.2631704170 *i
2022-12-03 01:23:42:802967  ->      40.2    42.5           0.4758813250   0.4360648933   0.7637960286           0.9390942521   0.2533725044 +0.2321731244 *i
2022-12-03 01:23:43:355322  ->      38.1    37.9           0.4868931888   0.3790360060   0.7869350220           0.9452341038   0.2575516409 +0.2004984821 *i
2022-12-03 01:23:43:907413  ->      37.6    53.1           0.3663434968   0.4879237270   0.7922896434           0.9466492601   0.1934948413 +0.2577109324 *i
2022-12-03 01:23:44:459455  ->      42.6    41.3           0.5085126389   0.4467392690   0.7360970871           0.9316912276   0.2728976209 +0.2397464180 *i
2022-12-03 01:23:45:011105  ->      43.2    58.4           0.3586930355   0.5830472078   0.7289686274           0.9297764859   0.1928920772 +0.3135415966 *i
2022-12-03 01:23:45:563541  ->      40.7    43.5           0.4730154695   0.4488749201   0.7581343362           0.9375858191   0.2522518259 +0.2393780446 *i
2022-12-03 01:23:46:115412  ->      42.6    50.3           0.4323665859   0.5207880699   0.7360970871           0.9316912276   0.2320331957 +0.2794853351 *i
2022-12-03 01:23:46:667752  ->      41.1    30.3           0.5675748623   0.3316639707   0.7535633923           0.9363662190   0.3030731197 +0.1771016318 *i
2022-12-03 01:23:47:219913  ->      40.1    39.9           0.4941492022   0.4131728650   0.7649214009           0.9393937941   0.2630149386 +0.2199146234 *i
2022-12-03 01:23:47:772048  ->      41.8    36.4           0.5364878510   0.3955329564   0.7454759997           0.9342044743   0.2871362029 +0.2116950664 *i
2022-12-03 01:23:48:323402  ->      39.8    37.5           0.5078331682   0.3896740954   0.7682835236           0.9402881270   0.2700412531 +0.2072099414 *i
2022-12-03 01:23:48:875402  ->      43.6    44.1           0.4952339298   0.4799150653   0.7241718614           0.9284858269   0.2666890089 +0.2584396290 *i
2022-12-03 01:23:49:427598  ->      42.0    37.9           0.5280003122   0.4110370284   0.7431448255           0.9335804265   0.2827824455 +0.2201401276 *i
2022-12-03 01:23:49:979714  ->      45.8    34.3           0.5922386303   0.4039978022   0.6971651029           0.9211854056   0.3214546316 +0.2192814822 *i
2022-12-03 01:23:50:532102  ->      35.1    41.4           0.4313178047   0.3802577958   0.8181497174           0.9534541723   0.2261869617 +0.1994106308 *i
2022-12-03 01:23:51:084222  ->      34.3    42.4           0.4161388204   0.3799869603   0.8260982945           0.9555360523   0.2177515016 +0.1988344445 *i
2022-12-03 01:23:51:636403  ->      39.4    55.5           0.3595153214   0.5230980386   0.7727335735           0.9414705448   0.1909328568 +0.2778090305 *i
2022-12-03 01:23:52:188525  ->      35.5    37.9           0.4582234604   0.3567172313   0.8141155184           0.9523957996   0.2405635664 +0.1872736269 *i
2022-12-03 01:23:52:740854  ->      35.2    39.0           0.4479720466   0.3627606106   0.8171448983           0.9531906678   0.2349855395 +0.1902875379 *i
2022-12-03 01:23:53:293162  ->      42.7    54.8           0.3909131492   0.5541547145   0.7349145951           0.9313738764   0.2098583389 +0.2974931596 *i
2022-12-03 01:23:53:845182  ->      39.3    48.8           0.4172013050   0.4765652116   0.7738402097           0.9417643574   0.2214998379 +0.2530172266 *i
2022-12-03 01:23:54:397235  ->      38.8    25.4           0.5660333374   0.2687723894   0.7793379649           0.9432226579   0.3000528733 +0.1424755794 *i
2022-12-03 01:23:54:949624  ->      42.3    50.8           0.4253636296   0.5215473382   0.7396310950           0.9326390231   0.2280430151 +0.2796083615 *i
2022-12-03 01:23:55:502128  ->      44.7    37.0           0.5617559872   0.4233134994   0.7107994739           0.9248782282   0.3036918646 +0.2288482345 *i
2022-12-03 01:23:56:054332  ->      39.5    54.9           0.3657483174   0.5204072162   0.7716245834           0.9411760153   0.1943038876 +0.2764664673 *i
2022-12-03 01:23:56:606452  ->      36.7    46.7           0.4098622940   0.4349353013   0.8017756442           0.9491511061   0.2159099280 +0.2291180501 *i
2022-12-03 01:23:57:158967  ->      44.3    53.3           0.4173905376   0.5599723654   0.7156927337           0.9261999605   0.2253242040 +0.3022956107 *i
2022-12-03 01:23:57:711057  ->      36.9    32.3           0.5075123004   0.3208359580   0.7996846585           0.9486001946   0.2675059015 +0.1691102109 *i
2022-12-03 01:23:58:263493  ->      35.8    40.0           0.4481035764   0.3760035457   0.8110638190           0.9515944039   0.2354488291 +0.1975650257 *i
2022-12-03 01:23:58:815647  ->      38.6    34.0           0.5172196264   0.3488690431   0.7815204724           0.9438009516   0.2740088498 +0.1848213029 *i
2022-12-03 01:23:59:367396  ->      44.4    37.9           0.5520932067   0.4297928351   0.7144726796           0.9258705848   0.2981481515 +0.2321020033 *i
2022-12-03 01:23:59:919521  ->      36.1    44.2           0.4224011186   0.4107671391   0.8079898839           0.9507864860   0.2221324792 +0.2160143971 *i
2022-12-03 01:24:00:471680  ->      43.2    38.3           0.5372163932   0.4242679425   0.7289686274           0.9297764859   0.2888954504 +0.2281558788 *i
2022-12-03 01:24:01:023937  ->      47.1    34.8           0.6015270220   0.4180721712   0.6807208690           0.9167117510   0.3280895120 +0.2280281510 *i
2022-12-03 01:24:01:579670  ->      37.3    38.9           0.4716063206   0.3805383287   0.7954734809           0.9474897047   0.2488714749 +0.2008139650 *i
2022-12-03 01:24:02:131591  ->      44.6    44.9           0.4973629796   0.4956298784   0.7120260460           0.9252097184   0.2687839145 +0.2678473153 *i
2022-12-03 01:24:02:683597  ->      40.2    57.5           0.3468041628   0.5443734925   0.7637960286           0.9390942521   0.1846482193 +0.2898396467 *i
2022-12-03 01:24:03:235669  ->      41.0    49.4           0.4269463011   0.4981267966   0.7547095802           0.9366721892   0.2279059344 +0.2659024162 *i
2022-12-03 01:24:03:788157  ->      34.9    26.9           0.5102382765   0.2588586519   0.8201518759           0.9539790029   0.2674263663 +0.1356731391 *i
2022-12-03 01:24:04:340382  ->      45.5    49.7           0.4613231007   0.5439735287   0.7009092643           0.9222009717   0.2501206976 +0.2949322032 *i
2022-12-03 01:24:04:892521  ->      37.1    38.0           0.4753343810   0.3713719197   0.7975839288           0.9480463936   0.2506915190 +0.1958616805 *i
2022-12-03 01:24:05:444924  ->      40.0    50.1           0.4123158754   0.4931242542   0.7660444431           0.9396926208   0.2193886949 +0.2623859352 *i
2022-12-03 01:24:05:997145  ->      42.2    48.9           0.4415724875   0.5061840460   0.7408045963           0.9329535348   0.2366529902 +0.2712804159 *i
2022-12-03 01:24:06:549277  ->      38.6    47.7           0.4198787755   0.4614407492   0.7815204724           0.9438009516   0.2224403222 +0.2444587222 *i
2022-12-03 01:24:07:101003  ->      39.5    43.1           0.4644403214   0.4346155659   0.7716245834           0.9411760153   0.2467340401 +0.2308896311 *i
2022-12-03 01:24:07:652541  ->      38.1    39.8           0.4740584963   0.3949706486   0.7869350220           0.9452341038   0.2507624801 +0.2089274218 *i
2022-12-03 01:24:08:204561  ->      36.3    52.7           0.3587531192   0.4709307841   0.8059282822           0.9502442534   0.1887688970 +0.2477945972 *i
2022-12-03 01:24:08:756467  ->      41.1    30.4           0.5669951353   0.3326540701   0.7535633923           0.9363662190   0.3027635576 +0.1776303242 *i
2022-12-03 01:24:09:308916  ->      34.7    41.8           0.4243842218   0.3794432870   0.8221440410           0.9545009275   0.2223068672 +0.1987652794 *i
2022-12-03 01:24:09:861293  ->      45.0    34.7           0.5813436265   0.4025414114   0.7071067812           0.9238795325   0.3146209035 +0.2178538420 *i
2022-12-03 01:24:10:413692  ->      41.0    38.5           0.5134371475   0.4084063480   0.7547095802           0.9366721892   0.2740751532 +0.2180092207 *i
2022-12-03 01:24:10:966040  ->      37.5    45.2           0.4289541286   0.4319592956   0.7933533403           0.9469301295   0.2264972437 +0.2280840381 *i
2022-12-03 01:24:11:518101  ->      38.2    41.0           0.4667187405   0.4057124114   0.7858568932           0.9449489122   0.2469544832 +0.2146742571 *i
2022-12-03 01:24:12:070121  ->      36.1    44.5           0.4202445665   0.4129731854   0.8079898839           0.9507864860   0.2209983907 +0.2171745136 *i
2022-12-03 01:24:12:622144  ->      44.9    38.1           0.5554750600   0.4355480824   0.7083398377           0.9242131350   0.3005124245 +0.2356318396 *i
2022-12-03 01:24:13:173908  ->      43.2    45.0           0.4840479006   0.4840479006   0.7289686274           0.9297764859   0.2603033675 +0.2603033675 *i
2022-12-03 01:24:13:726478  ->      38.7    61.6           0.2973805439   0.5499938103   0.7804304073           0.9435121640   0.1575923211 +0.2914609007 *i
2022-12-03 01:24:14:278829  ->      35.4    45.8           0.4038546181   0.4152928173   0.8151277957           0.9526614813   0.2119612402 +0.2179645265 *i
2022-12-03 01:24:14:831152  ->      42.9    26.5           0.6092004963   0.3037361631   0.7325428988           0.9307370463   0.3272677813 +0.1631696967 *i
2022-12-03 01:24:15:383420  ->      38.8    49.2           0.4094358409   0.4743359871   0.7793379649           0.9432226579   0.2170409274 +0.2514443345 *i
2022-12-03 01:24:15:935722  ->      39.6    44.8           0.4522974099   0.4491507494   0.7705132428           0.9408807690   0.2403585156 +0.2386863268 *i
2022-12-03 01:24:16:487781  ->      39.2    42.2           0.4682102124   0.4245470957   0.7749444887           0.9420574528   0.2485040647 +0.2253297261 *i
2022-12-03 01:24:17:039985  ->      32.9    53.0           0.3268905442   0.4337984039   0.8396198645           0.9590672199   0.1704210807 +0.2261564127 *i
2022-12-03 01:24:17:591990  ->      41.3    48.5           0.4373303370   0.4943120249   0.7512641335           0.9357521396   0.2336785130 +0.2641255115 *i
2022-12-03 01:24:18:144427  ->      38.8    56.8           0.3431052028   0.5243197080   0.7793379649           0.9432226579   0.1818792201 +0.2779405815 *i
2022-12-03 01:24:18:696572  ->      38.9    38.2           0.4934890975   0.3883376268   0.7782431485           0.9429324336   0.2616778679 +0.2059201768 *i
2022-12-03 01:24:19:248922  ->      38.5    48.3           0.4141156325   0.4647931967   0.7826081569           0.9440890204   0.2193202249 +0.2461596241 *i
2022-12-03 01:24:19:801190  ->      39.4    30.4           0.5474637439   0.3211950708   0.7727335735           0.9414705448   0.2907492682 +0.1705815825 *i
2022-12-03 01:24:20:354026  ->      36.2    42.1           0.4382151369   0.3959577609   0.8069603121           0.9505157316   0.2305144051 +0.2082857483 *i
2022-12-03 01:24:20:906046  ->      41.4    35.0           0.5417149664   0.3793129030   0.7501110696           0.9354440308   0.2895496409 +0.2027448412 *i
2022-12-03 01:24:21:458257  ->      43.7    35.8           0.5603497268   0.4041369689   0.7229671459           0.9281613938   0.3018600701 +0.2177083488 *i
2022-12-03 01:24:22:010419  ->      43.0    44.2           0.4889318587   0.4754654568   0.7313537016           0.9304175680   0.2627486172 +0.2555118654 *i
2022-12-03 01:24:22:562512  ->      35.2    41.5           0.4317222808   0.3819556091   0.8171448983           0.9531906678   0.2264616595 +0.2003563516 *i
2022-12-03 01:24:23:114735  ->      36.0    45.6           0.4112517931   0.4199565043   0.8090169944           0.9510565163   0.2162078626 +0.2207842000 *i
2022-12-03 01:24:23:667315  ->      44.6    37.2           0.5592859137   0.4245211143   0.7120260460           0.9252097184   0.3022481836 +0.2294188582 *i
2022-12-03 01:24:24:219643  ->      41.9    45.0           0.4722289287   0.4722289287   0.7443115462           0.9338928060   0.2528282291 +0.2528282291 *i
2022-12-03 01:24:24:771928  ->      35.4    56.3           0.3214109304   0.4819353592   0.8151277957           0.9526614813   0.1686910496 +0.2529415583 *i
2022-12-03 01:24:25:324426  ->      42.4    48.9           0.4432696978   0.5081295946   0.7384553406           0.9323238012   0.2377230406 +0.2725070378 *i
2022-12-03 01:24:25:892744  ->      40.6    39.5           0.5021533843   0.4139433059   0.7592713073           0.9378889346   0.2677040776 +0.2206782118 *i
2022-12-03 01:24:26:445001  ->      38.9    44.1           0.4509567857   0.4370075276   0.7782431485           0.9429324336   0.2391246550 +0.2317279118 *i
2022-12-03 01:24:26:997005  ->      38.3    41.5           0.4641870515   0.4106780119   0.7847763705           0.9446630009   0.2456892305 +0.2173674694 *i
2022-12-03 01:24:27:549119  ->      37.0    46.0           0.4180558433   0.4329094986   0.7986355100           0.9483236552   0.2204183356 +0.2282498682 *i
2022-12-03 01:24:28:101506  ->      39.7    36.6           0.5128139665   0.3808492621   0.7693995550           0.9405848061   0.2726037903 +0.2024534415 *i
2022-12-03 01:24:28:653151  ->      44.9    45.0           0.4991265743   0.4991265743   0.7083398377           0.9242131350   0.2700278515 +0.2700278515 *i
2022-12-03 01:24:29:205559  ->      40.1    62.5           0.2974231928   0.5713446375   0.7649214009           0.9393937941   0.1583059174 +0.3041028380 *i
2022-12-03 01:24:29:757844  ->      42.1    46.5           0.4614912308   0.4863102870   0.7419758410           0.9332673360   0.2472449281 +0.2605417913 *i
2022-12-03 01:24:30:310100  ->      37.9    30.2           0.5309112197   0.3089977086   0.7890840848           0.9458023273   0.2806671142 +0.1633521612 *i
2022-12-03 01:24:30:862543  ->      35.1    49.9           0.3703744701   0.4398338229   0.8181497174           0.9534541723   0.1942277253 +0.2306528388 *i
2022-12-03 01:24:31:414564  ->      38.2    44.0           0.4448457716   0.4295825682   0.7858568932           0.9449489122   0.2353808581 +0.2273046525 *i
2022-12-03 01:24:31:966506  ->      37.2    44.2           0.4334435188   0.4215054041   0.7965299180           0.9477684100   0.2286653122 +0.2223672997 *i
2022-12-03 01:24:32:523418  ->      37.0    38.7           0.4696747437   0.3762804237   0.7986355100           0.9483236552   0.2476342022 +0.1983924062 *i
2022-12-03 01:24:33:075443  ->      43.6    46.0           0.4790499885   0.4960707849   0.7241718614           0.9284858269   0.2579737755 +0.2671396647 *i
2022-12-03 01:24:33:627764  ->      42.9    34.4           0.5616719775   0.3845848295   0.7325428988           0.9307370463   0.3017350495 +0.2066023003 *i
