


2022-12-02 22:20:21:565089  ->     Device used:genmet0

2022-12-02 22:20:21:565089  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-02 22:54:42:946964  ->      41.3    55.4           0.3747778189   0.5432713762   0.7512641335           0.9357521396   0.2002548554 +0.2902859386 *i
2022-12-02 22:54:43:499365  ->      41.6    24.6           0.6036656863   0.2763797298   0.7477980905           0.9348256764   0.3228760728 +0.1478242076 *i
2022-12-02 22:54:44:051793  ->      41.3    55.1           0.3776172308   0.5413016061   0.7512641335           0.9357521396   0.2017720371 +0.2892334322 *i
2022-12-02 22:54:44:604101  ->      38.2    51.0           0.3891770132   0.4805935870   0.7858568932           0.9449489122   0.2059248961 +0.2542960687 *i
2022-12-02 22:54:45:156528  ->      43.6    25.6           0.6219213354   0.2979747769   0.7241718614           0.9284858269   0.3349115934 +0.1604627493 *i
2022-12-02 22:54:45:709140  ->      41.8    59.6           0.3372879348   0.5748933666   0.7454759997           0.9342044743   0.1805214726 +0.3076914007 *i
2022-12-02 22:54:46:261266  ->      38.4    44.5           0.4430339333   0.4353682337   0.7836934573           0.9443763702   0.2345642835 +0.2305056794 *i
2022-12-02 22:54:46:813635  ->      45.1    29.0           0.6195279814   0.3434099677   0.7058715707           0.9235452265   0.3354074948 +0.1859194103 *i
2022-12-02 22:54:47:365930  ->      35.0    61.7           0.2719258255   0.5050210627   0.8191520443           0.9537169507   0.1425610739 +0.2647646465 *i
2022-12-02 22:54:47:917441  ->      39.1    37.9           0.4976562423   0.3874148146   0.7760464071           0.9423498308   0.2640506880 +0.2055578523 *i
2022-12-02 22:54:48:469644  ->      42.1    33.0           0.5622670733   0.3651405068   0.7419758410           0.9332673360   0.3012358044 +0.1956248187 *i
2022-12-02 22:54:49:022024  ->      35.9    62.7           0.2689394202   0.5210605809   0.8100416404           0.9513258223   0.1413497951 +0.2738602110 *i
2022-12-02 22:54:49:574412  ->      39.3    31.9           0.5377224283   0.3347027336   0.7738402097           0.9417643574   0.2854867166 +0.1776998306 *i
2022-12-02 22:54:50:126534  ->      43.5    39.2           0.5334365847   0.4350602625   0.7253743710           0.9288095529   0.2871614439 +0.2342031588 *i
2022-12-02 22:54:50:678943  ->      36.3    62.1           0.2770206168   0.5232009000   0.8059282822           0.9502442534   0.1457628477 +0.2752981131 *i
2022-12-02 22:54:51:231318  ->      33.3    28.2           0.4838557048   0.2594411526   0.8358073614           0.9580728995   0.2525150774 +0.1353973965 *i
2022-12-02 22:54:51:783557  ->      40.7    45.8           0.4546202508   0.4674962629   0.7581343362           0.9375858191   0.2424419405 +0.2493085184 *i
2022-12-02 22:54:52:336028  ->      42.8    58.9           0.3509540787   0.5817832248   0.7337298645           0.9310558159   0.1884710200 +0.3124319804 *i
2022-12-02 22:54:52:888455  ->      35.8    24.9           0.5305823577   0.2462881305   0.8110638190           0.9515944039   0.2787859804 +0.1294081436 *i
2022-12-02 22:54:53:440151  ->      35.7    50.9           0.3680253246   0.4528550604   0.8120835269           0.9518622608   0.1933185818 +0.2378784616 *i
2022-12-02 22:54:53:992046  ->      42.0    56.3           0.3712633882   0.5566859662   0.7431448255           0.9335804265   0.1988384598 +0.2981456929 *i
2022-12-02 22:54:54:544026  ->      40.6    24.5           0.5921793338   0.2698716704   0.7592713073           0.9378889346   0.3156980064 +0.1438718703 *i
2022-12-02 22:54:55:096528  ->      38.5    56.4           0.3444943392   0.5185056635   0.7826081569           0.9440890204   0.1824480170 +0.2746063413 *i
2022-12-02 22:54:55:648970  ->      36.5    49.4           0.3870953335   0.4516318749   0.8038568606           0.9496991262   0.2037989310 +0.2377762928 *i
2022-12-02 22:54:56:200915  ->      47.7    25.7           0.6664645839   0.3207477436   0.6730125135           0.9146071598   0.3643447226 +0.1753472735 *i
2022-12-02 22:54:56:753269  ->      43.4    60.3           0.3404234632   0.5968258651   0.7265746710           0.9291325715   0.1831942360 +0.3211736857 *i
2022-12-02 22:54:57:305323  ->      36.6    42.9           0.4367602982   0.4058627150   0.8028174752           0.9494254776   0.2300129439 +0.2137412175 *i
2022-12-02 22:54:57:857809  ->      40.2    29.1           0.5639829987   0.3139089101   0.7637960286           0.9390942521   0.3002802953 +0.1671338683 *i
2022-12-02 22:54:58:409878  ->      35.3    62.1           0.2703968108   0.5106907075   0.8161375901           0.9529264374   0.1418770643 +0.2679591454 *i
2022-12-02 22:54:58:961648  ->      39.9    37.7           0.5075300437   0.3922637946   0.7671651518           0.9399907318   0.2699654510 +0.2086530119 *i
2022-12-02 22:54:59:513645  ->      38.3    32.0           0.5256024280   0.3284328485   0.7847763705           0.9446630009   0.2781957309 +0.1738359861 *i
2022-12-02 22:55:00:065425  ->      31.7    62.6           0.2418219407   0.4665218163   0.8508111094           0.9619800178   0.1256896901 +0.2424799932 *i
2022-12-02 22:55:00:617307  ->      42.2    32.9           0.5639899502   0.3648614616   0.7408045963           0.9329535348   0.3022604713 +0.1955410682 *i
2022-12-02 22:55:01:169648  ->      39.1    38.0           0.4969793183   0.3882827981   0.7760464071           0.9423498308   0.2636915199 +0.2060183943 *i
2022-12-02 22:55:01:721711  ->      42.3    62.0           0.3159602365   0.5942347788   0.7396310950           0.9326390231   0.1693904226 +0.3185770507 *i
2022-12-02 22:55:02:274020  ->      43.3    28.1           0.6049787943   0.3230285926   0.7277727577           0.9294548826   0.3254481770 +0.1737731431 *i
2022-12-02 22:55:02:826140  ->      35.2    43.3           0.4195117363   0.3953278616   0.8171448983           0.9531906678   0.2200565692 +0.2073708204 *i
2022-12-02 22:55:03:378421  ->      35.0    60.2           0.2850525535   0.4977298163   0.8191520443           0.9537169507   0.1494429523 +0.2609421044 *i
2022-12-02 22:55:03:930781  ->      37.5    25.6           0.5490008575   0.2630371379   0.7933533403           0.9469301295   0.2898845651 +0.1388894121 *i
2022-12-02 22:55:04:483237  ->      40.5    49.8           0.4191912356   0.4960458401   0.7604059656           0.9381913359   0.2234039153 +0.2643628336 *i
2022-12-02 22:55:05:035626  ->      42.3    55.1           0.3850613324   0.5519724754   0.7396310950           0.9326390231   0.2064364255 +0.2959196762 *i
2022-12-02 22:55:05:586967  ->      36.4    24.6           0.5395578795   0.2470288843   0.8048937974           0.9499720515   0.2839861860 +0.1300190273 *i
2022-12-02 22:55:06:139179  ->      43.4    54.4           0.3999694225   0.5586713779   0.7265746710           0.9291325715   0.2152380806 +0.3006413697 *i
2022-12-02 22:55:06:691375  ->      43.4    51.8           0.4249006850   0.5399524566   0.7265746710           0.9291325715   0.2286544989 +0.2905680379 *i
2022-12-02 22:55:07:243860  ->      41.2    25.8           0.5930304855   0.2866821379   0.7524149089           0.9360595357   0.3167696406 +0.1531324274 *i
2022-12-02 22:55:07:796385  ->      38.1    59.0           0.3177969693   0.5289029755   0.7869350220           0.9452341038   0.1681049002 +0.2797735362 *i
2022-12-02 22:55:08:348588  ->      41.9    45.5           0.4680900251   0.4763318701   0.7443115462           0.9338928060   0.2506122877 +0.2550249167 *i
2022-12-02 22:55:08:900595  ->      42.6    28.4           0.5954129807   0.3219385977   0.7360970871           0.9316912276   0.3195334265 +0.1727710792 *i
2022-12-02 22:55:09:453062  ->      39.1    61.9           0.2970557985   0.5563360735   0.7760464071           0.9423498308   0.1576143958 +0.2951855327 *i
2022-12-02 22:55:10:005377  ->      39.1    38.8           0.4915096003   0.3951838647   0.7760464071           0.9423498308   0.2607893503 +0.2096800210 *i
2022-12-02 22:55:10:557520  ->      40.2    33.3           0.5394782869   0.3543709986   0.7637960286           0.9390942521   0.2872333025 +0.1886770140 *i
2022-12-02 22:55:11:109440  ->      33.1    62.6           0.2513160049   0.4848377228   0.8377187166           0.9585715197   0.1310888128 +0.2528959566 *i
2022-12-02 22:55:11:661587  ->      47.3    33.9           0.6099881425   0.4098950210   0.6781596699           0.9160130102   0.3329582308 +0.2237386458 *i
2022-12-02 22:55:12:212867  ->      41.5    35.5           0.5394492640   0.3847854205   0.7489557208           0.9351352097   0.2884338320 +0.2057378529 *i
2022-12-02 22:55:12:765211  ->      34.5    62.5           0.2615372944   0.5024084681   0.8241261886           0.9550199445   0.1369276610 +0.2630355895 *i
2022-12-02 22:55:13:317427  ->      38.0    28.8           0.5395082635   0.2965971777   0.7880107536           0.9455185756   0.2852975486 +0.1568436546 *i
2022-12-02 22:55:13:869765  ->      40.2    43.5           0.4681984642   0.4443037528   0.7637960286           0.9390942521   0.2492819348 +0.2365597232 *i
2022-12-02 22:55:14:422054  ->      32.8    60.1           0.2700349013   0.4696050864   0.8405666035           0.9593139745   0.1407437547 +0.2447608910 *i
2022-12-02 22:55:14:974388  ->      41.5    25.6           0.5975723121   0.2863086797   0.7489557208           0.9351352097   0.3195111819 +0.1530841084 *i
2022-12-02 22:55:15:526947  ->      40.8    49.9           0.4208836512   0.4998154038   0.7569950557           0.9372819895   0.2245234924 +0.2666302188 *i
2022-12-02 22:55:16:079333  ->      41.0    56.0           0.3668635533   0.5438975848   0.7547095802           0.9366721892   0.1958334823 +0.2903350773 *i
2022-12-02 22:55:16:631333  ->      41.5    24.6           0.6024780744   0.2758359986   0.7489557208           0.9351352097   0.3221342049 +0.1474845540 *i
2022-12-02 22:55:17:184055  ->      35.9    54.6           0.3396744662   0.4779684066   0.8100416404           0.9513258223   0.1785268823 +0.2512117276 *i
2022-12-02 22:55:17:736132  ->      36.9    51.7           0.3721278659   0.4711956052   0.7996846585           0.9486001946   0.1961457883 +0.2483636457 *i
2022-12-02 22:55:18:288335  ->      39.1    25.4           0.5697117152   0.2705190116   0.7760464071           0.9423498308   0.3022824946 +0.1435342814 *i
2022-12-02 22:55:18:840561  ->      39.4    59.9           0.3183241676   0.5491380052   0.7727335735           0.9414705448   0.1690568915 +0.2916384417 *i
2022-12-02 22:55:19:392696  ->      44.8    44.0           0.5068714319   0.4894800521   0.7095707365           0.9245460336   0.2741190884 +0.2647137267 *i
2022-12-02 22:55:19:945317  ->      37.3    29.4           0.5279454637   0.2974819803   0.7954734809           0.9474897047   0.2786022165 +0.1569842811 *i
2022-12-02 22:55:20:497490  ->      41.2    61.9           0.3102505617   0.5810476691   0.7524149089           0.9360595357   0.1657215967 +0.3103689706 *i
2022-12-02 22:55:21:049922  ->      38.0    37.3           0.4897423768   0.3730837125   0.7880107536           0.9455185756   0.2589808331 +0.1972905251 *i
2022-12-02 22:55:21:602122  ->      37.4    34.7           0.4993504273   0.3457666286   0.7944146205           0.9472102777   0.2635900597 +0.1825184105 *i
2022-12-02 22:55:22:154092  ->      50.0    62.6           0.3525334879   0.6801060423   0.6427876097           0.9063077870   0.1944888331 +0.3752069948 *i
2022-12-02 22:55:22:706447  ->      38.4    31.4           0.5301811831   0.3236239763   0.7836934573           0.9443763702   0.2807043885 +0.1713426905 *i
2022-12-02 22:55:23:259600  ->      33.8    39.8           0.4273927556   0.3560902193   0.8309844693           0.9568135841   0.2233417056 +0.1860812938 *i
2022-12-02 22:55:23:811821  ->      38.7    61.9           0.2944967198   0.5515433449   0.7804304073           0.9435121640   0.1560640822 +0.2922820531 *i
2022-12-02 22:55:24:364020  ->      42.2    27.0           0.5985074275   0.3049547660   0.7408045963           0.9329535348   0.3207595047 +0.1634351308 *i
2022-12-02 22:55:24:916409  ->      40.5    46.4           0.4478720668   0.4703120021   0.7604059656           0.9381913359   0.2386890870 +0.2506482335 *i
2022-12-02 22:55:25:468484  ->      40.9    57.6           0.3508276718   0.5528159530   0.7558534692           0.9369774461   0.1872124421 +0.2949996050 *i
2022-12-02 22:55:26:020718  ->      36.5    24.8           0.5399667295   0.2494996566   0.8038568606           0.9496991262   0.2842830506 +0.1313572108 *i
2022-12-02 22:55:26:573074  ->      42.8    52.7           0.4117335490   0.5404775393   0.7337298645           0.9310558159   0.2211110988 +0.2902498057 *i
2022-12-02 22:55:27:125349  ->      38.8    53.6           0.3718385361   0.5043495212   0.7793379649           0.9432226579   0.1971106891 +0.2673544348 *i
2022-12-02 22:55:27:677576  ->      36.9    24.9           0.5446075714   0.2527984179   0.7996846585           0.9486001946   0.2870585387 +0.1332481373 *i
2022-12-02 22:55:28:229866  ->      38.0    57.8           0.3280713943   0.5209685331   0.7880107536           0.9455185756   0.1734875458 +0.2754935474 *i
2022-12-02 22:55:28:782131  ->      38.5    47.5           0.4205647926   0.4589659334   0.7826081569           0.9440890204   0.2227357715 +0.2430734409 *i
2022-12-02 22:55:29:333596  ->      40.5    26.0           0.5837200392   0.2846992857   0.7604059656           0.9381913359   0.3110879502 +0.1517277312 *i
2022-12-02 22:55:29:886065  ->      40.0    60.0           0.3213938048   0.5566703992   0.7660444431           0.9396926208   0.1710100717 +0.2961981327 *i
2022-12-02 22:55:30:438153  ->      39.6    42.3           0.4714586035   0.4289943215   0.7705132428           0.9408807690   0.2505410989 +0.2279748591 *i
2022-12-02 22:55:30:990492  ->      36.8    30.5           0.5161362003   0.3040274566   0.8007313709           0.9488760116   0.2719724147 +0.1602039955 *i
2022-12-02 22:55:31:542561  ->      37.7    62.5           0.2823717628   0.5424311094   0.7912235330           0.9463676698   0.1491871351 +0.2865858200 *i
2022-12-02 22:55:32:094739  ->      44.7    35.8           0.5704979939   0.4114561300   0.7107994739           0.9248782282   0.3084178958 +0.2224380018 *i
2022-12-02 22:55:32:647122  ->      42.7    35.0           0.5555158799   0.3889764067   0.7349145951           0.9313738764   0.2982238895 +0.2088186155 *i
2022-12-02 22:55:33:199450  ->      38.7    62.4           0.2896724437   0.5540922799   0.7804304073           0.9435121640   0.1535075300 +0.2936328227 *i
2022-12-02 22:55:33:751884  ->      40.9    30.3           0.5653003054   0.3303348270   0.7558534692           0.9369774461   0.3016616396 +0.1762768295 *i
2022-12-02 22:55:34:304253  ->      39.1    41.4           0.4730769045   0.4170733946   0.7760464071           0.9423498308   0.2510091736 +0.2212943543 *i
2022-12-02 22:55:34:856083  ->      38.8    61.0           0.3037835558   0.5480400420   0.7793379649           0.9432226579   0.1610349122 +0.2905146719 *i
2022-12-02 22:55:35:408064  ->      38.3    27.1           0.5517352301   0.2823371815   0.7847763705           0.9446630009   0.2920275429 +0.1494380437 *i
2022-12-02 22:55:35:959158  ->      42.0    43.8           0.4829518591   0.4631341816   0.7431448255           0.9335804265   0.2586557330 +0.2480419300 *i
2022-12-02 22:55:36:511247  ->      36.8    59.2           0.3067257595   0.5145372484   0.8007313709           0.9488760116   0.1616258372 +0.2711298642 *i
2022-12-02 22:55:37:063593  ->      40.8    25.1           0.5917173116   0.2771806430   0.7569950557           0.9372819895   0.3156559703 +0.1478640613 *i
2022-12-02 22:55:37:615776  ->      35.7    50.3           0.3727473460   0.4489763484   0.8120835269           0.9518622608   0.1957989939 +0.2358410281 *i
2022-12-02 22:55:38:167878  ->      36.2    54.7           0.3412859880   0.4820154863   0.8069603121           0.9505157316   0.1795267436 +0.2535547126 *i
2022-12-02 22:55:38:720075  ->      35.5    24.7           0.5275733840   0.2426566449   0.8141155184           0.9523957996   0.2769717087 +0.1273927525 *i
2022-12-02 22:55:39:272458  ->      38.3    55.9           0.3474722932   0.5132144325   0.7847763705           0.9446630009   0.1839133601 +0.2716388977 *i
2022-12-02 22:55:39:824667  ->      37.6    48.7           0.4026968259   0.4583801779   0.7922896434           0.9466492601   0.2126958964 +0.2421066583 *i
2022-12-02 22:55:40:377063  ->      42.3    26.6           0.6017769904   0.3013474692   0.7396310950           0.9326390231   0.3226205292 +0.1615563266 *i
2022-12-02 22:55:40:929233  ->      42.9    60.1           0.3393310074   0.5901147082   0.7325428988           0.9307370463   0.1822915552 +0.3170147307 *i
2022-12-02 22:55:41:481859  ->      40.6    42.1           0.4828587471   0.4362963582   0.7592713073           0.9378889346   0.2574178718 +0.2325948959 *i
2022-12-02 22:55:42:034068  ->      39.6    29.7           0.5536865656   0.3158172412   0.7705132428           0.9408807690   0.2942384327 +0.1678306389 *i
2022-12-02 22:55:42:586364  ->      39.8    62.0           0.3005133010   0.5651833183   0.7682835236           0.9402881270   0.1597985194 +0.3005373045 *i
2022-12-02 22:55:43:138897  ->      41.4    37.0           0.5281471389   0.3979874155   0.7501110696           0.9354440308   0.2822975622 +0.2127264713 *i
2022-12-02 22:55:43:690684  ->      41.1    35.1           0.5378313716   0.3779942189   0.7535633923           0.9363662190   0.2871907170 +0.2018410165 *i
2022-12-02 22:55:44:242750  ->      43.9    62.6           0.3191033721   0.6156128112   0.7205511117           0.9275104074   0.1720214510 +0.3318630208 *i
2022-12-02 22:55:44:795051  ->      35.6    30.0           0.5041332803   0.2910614851   0.8131007610           0.9521293927   0.2647398999 +0.1528476525 *i
2022-12-02 22:55:45:347208  ->      36.7    40.1           0.4571362646   0.3849444789   0.8017756442           0.9491511061   0.2408132181 +0.2027835591 *i
2022-12-02 22:55:45:899408  ->      42.3    60.9           0.3273097968   0.5880596401   0.7396310950           0.9326390231   0.1754750706 +0.3152664780 *i
2022-12-02 22:55:46:451478  ->      39.9    27.0           0.5715358067   0.2912120388   0.7671651518           0.9399907318   0.3040114053 +0.1549015479 *i
2022-12-02 22:55:47:003651  ->      47.0    45.4           0.5135222344   0.5207428844   0.6819983601           0.9170600744   0.2799828761 +0.2839197229 *i
2022-12-02 22:55:47:555891  ->      45.5    59.1           0.3662835287   0.6120151794   0.7009092643           0.9222009717   0.1985920314 +0.3318231048 *i
2022-12-02 22:55:48:108514  ->      41.5    24.8           0.6015115566   0.2779373591   0.7489557208           0.9351352097   0.3216174251 +0.1486081137 *i
2022-12-02 22:55:48:660751  ->      42.2    50.5           0.4272668370   0.5183161199   0.7408045963           0.9329535348   0.2289861290 +0.2777823871 *i
2022-12-02 22:55:49:212322  ->      40.7    54.5           0.3786754705   0.5308834301   0.7581343362           0.9375858191   0.2019417651 +0.2831119132 *i
2022-12-02 22:55:49:764375  ->      37.6    24.6           0.5547660148   0.2539917122   0.7922896434           0.9466492601   0.2930156068 +0.1341530189 *i
2022-12-02 22:55:50:316230  ->      41.4    57.1           0.3592077087   0.5552505788   0.7501110696           0.9354440308   0.1919985038 +0.2967845005 *i
2022-12-02 22:55:50:868591  ->      46.0    48.5           0.4766489732   0.5387536587   0.6946583705           0.9205048535   0.2589062792 +0.2926403140 *i
2022-12-02 22:55:51:420617  ->      44.7    25.6           0.6343442219   0.3039268269   0.7107994739           0.9248782282   0.3429339142 +0.1643064014 *i
2022-12-02 22:55:51:973005  ->      39.8    60.2           0.3181178528   0.5554650836   0.7682835236           0.9402881270   0.1691597733 +0.2953696147 *i
2022-12-02 22:55:52:524889  ->      39.4    44.8           0.4503861978   0.4472528337   0.7727335735           0.9414705448   0.2391929308 +0.2375288511 *i
2022-12-02 22:55:53:077052  ->      39.6    29.9           0.5525807844   0.3177480439   0.7705132428           0.9408807690   0.2936508018 +0.1688567002 *i
2022-12-02 22:55:53:629617  ->      37.2    62.0           0.2838420913   0.5338293331   0.7965299180           0.9477684100   0.1497423254 +0.2816243544 *i
2022-12-02 22:55:54:182103  ->      36.5    36.8           0.4762932655   0.3563128862   0.8038568606           0.9496991262   0.2507600841 +0.1875925103 *i
2022-12-02 22:55:54:734506  ->      35.2    34.1           0.4773207366   0.3231704342   0.8171448983           0.9531906678   0.2503805129 +0.1695203515 *i
2022-12-02 22:55:55:287270  ->      36.5    62.7           0.2728152061   0.5285697787   0.8038568606           0.9496991262   0.1436324403 +0.2782827551 *i
2022-12-02 22:55:55:839645  ->      32.3    30.0           0.4627627091   0.2671761747   0.8452618332           0.9605367857   0.2408875517 +0.1390764928 *i
2022-12-02 22:55:56:391724  ->      37.8    40.3           0.4674447989   0.3964220181   0.7901550124           0.9460853588   0.2470415563 +0.2095064755 *i
2022-12-02 22:55:56:944189  ->      36.5    60.8           0.2901900420   0.5192339426   0.8038568606           0.9496991262   0.1527799879 +0.2733676005 *i
2022-12-02 22:55:57:496432  ->      41.7    26.2           0.5968835035   0.2937030950   0.7466381823           0.9345154312   0.3193545465 +0.1571419183 *i
2022-12-02 22:55:58:048907  ->      43.4    48.2           0.4579661359   0.5122072490   0.7265746710           0.9291325715   0.2464482195 +0.2756373335 *i
2022-12-02 22:55:58:601357  ->      42.0    56.2           0.3722344225   0.5560371418   0.7431448255           0.9335804265   0.1993585191 +0.2977982004 *i
2022-12-02 22:55:59:153421  ->      34.3    24.7           0.5119680237   0.2354789811   0.8260982945           0.9555360523   0.2678957128 +0.1232182608 *i
2022-12-02 22:55:59:705635  ->      37.1    53.2           0.3613358195   0.4830075590   0.7975839288           0.9480463936   0.1905686377 +0.2547383558 *i
2022-12-02 22:56:00:257799  ->      35.1    51.9           0.3547988689   0.4524917706   0.8181497174           0.9534541723   0.1860597390 +0.2372907811 *i
2022-12-02 22:56:00:809653  ->      38.5    25.0           0.5641898627   0.2630860536   0.7826081569           0.9440890204   0.2988011991 +0.1393332874 *i
2022-12-02 22:56:01:361770  ->      41.6    57.3           0.3586797099   0.5587010664   0.7477980905           0.9348256764   0.1918430992 +0.2988263376 *i
2022-12-02 22:56:01:913756  ->      39.8    46.9           0.4373701699   0.4673839555   0.7682835236           0.9402881270   0.2325724198 +0.2485323073 *i
2022-12-02 22:56:02:466060  ->      36.5    26.8           0.5309303839   0.2681922352   0.8038568606           0.9496991262   0.2795255725 +0.1411985269 *i
2022-12-02 22:56:03:018574  ->      44.2    60.9           0.3390560555   0.6091635017   0.7169106077           0.9265286309   0.1829711701 +0.3287343108 *i
2022-12-02 22:56:03:570785  ->      37.4    40.4           0.4625399690   0.3936523691   0.7944146205           0.9472102777   0.2441590742 +0.2077956597 *i
2022-12-02 22:56:04:122882  ->      38.1    30.0           0.5343687429   0.3085179376   0.7869350220           0.9452341038   0.2826647604 +0.1631965755 *i
2022-12-02 22:56:04:675013  ->      34.9    62.5           0.2641875636   0.5074995879   0.8201518759           0.9539790029   0.1384661312 +0.2659909633 *i
2022-12-02 22:56:05:227113  ->      43.3    34.0           0.5685691825   0.3835047560   0.7277727577           0.9294548826   0.3058616363 +0.2063062787 *i
2022-12-02 22:56:05:779438  ->      43.5    35.5           0.5604001422   0.3997295367   0.7253743710           0.9288095529   0.3016765603 +0.2151837992 *i
2022-12-02 22:56:06:331143  ->      44.7    62.6           0.3237020909   0.6244846390   0.7107994739           0.9248782282   0.1749971407 +0.3376037082 *i
2022-12-02 22:56:06:883189  ->      31.9    30.8           0.4539073375   0.2705830788   0.8489716876           0.9615018689   0.2360407984 +0.1407085558 *i
2022-12-02 22:56:07:435049  ->      40.5    40.5           0.4938441703   0.4217827675   0.7604059656           0.9381913359   0.2631894750 +0.2247850472 *i
2022-12-02 22:56:07:987185  ->      42.5    61.7           0.3202893516   0.5948418781   0.7372773368           0.9320078693   0.1718276005 +0.3191184848 *i
2022-12-02 22:56:08:539218  ->      41.2    26.6           0.5889699715   0.2949341918   0.7524149089           0.9360595357   0.3146007006 +0.1575402956 *i
2022-12-02 22:56:09:091549  ->      42.6    45.8           0.4718943050   0.4852595627   0.7360970871           0.9316912276   0.2532460815 +0.2604186604 *i
2022-12-02 22:56:09:643838  ->      46.0    58.9           0.3715629817   0.6159469937   0.6946583705           0.9205048535   0.2018256505 +0.3345702043 *i
2022-12-02 22:56:10:196242  ->      41.1    25.0           0.5957843043   0.2778187837   0.7535633923           0.9363662190   0.3181363724 +0.1483494268 *i
2022-12-02 22:56:10:748406  ->      36.9    52.1           0.3688292583   0.4737820440   0.7996846585           0.9486001946   0.1944071171 +0.2497269380 *i
2022-12-02 22:56:11:300684  ->      36.2    52.9           0.3562580563   0.4710575888   0.8069603121           0.9505157316   0.1874025040 +0.2477905273 *i
2022-12-02 22:56:11:852975  ->      40.2    24.7           0.5864035875   0.2697155152   0.7637960286           0.9390942521   0.3122176428 +0.1436040710 *i
2022-12-02 22:56:12:410362  ->      35.5    60.5           0.2859518168   0.5054181252   0.8141155184           0.9523957996   0.1501223635 +0.2653403791 *i
2022-12-02 22:56:12:962667  ->      41.0    39.8           0.5040393425   0.4199497479   0.7547095802           0.9366721892   0.2690585609 +0.2241711416 *i
2022-12-02 22:56:13:515076  ->      38.0    31.4           0.5254983431   0.3207655586   0.7880107536           0.9455185756   0.2778889578 +0.1696241443 *i
2022-12-02 22:56:14:067477  ->      33.0    62.5           0.2514863191   0.4831007242   0.8386705679           0.9588197349   0.1311436916 +0.2519246875 *i
2022-12-02 22:56:14:619481  ->      42.8    34.8           0.5579226896   0.3877663708   0.7337298645           0.9310558159   0.2996182829 +0.2082401314 *i
2022-12-02 22:56:15:171309  ->      37.0    36.0           0.4868785812   0.3537379952   0.7986355100           0.9483236552   0.2567048594 +0.1865069975 *i
2022-12-02 22:56:15:723383  ->      42.9    62.5           0.3143219172   0.6038067851   0.7325428988           0.9307370463   0.1688564555 +0.3243702330 *i
2022-12-02 22:56:16:275872  ->      41.6    29.4           0.5784216860   0.3259238699   0.7477980905           0.9348256764   0.3093740901 +0.1743233408 *i
2022-12-02 22:56:16:827898  ->      37.0    42.5           0.4437045775   0.4065803364   0.7986355100           0.9483236552   0.2339415320 +0.2143679187 *i
2022-12-02 22:56:17:380452  ->      34.1    60.5           0.2760718496   0.4879553423   0.8280603346           0.9560492494   0.1443816047 +0.2551936224 *i
2022-12-02 22:56:17:932253  ->      41.3    26.5           0.5906581714   0.2944913009   0.7512641335           0.9357521396   0.3156061025 +0.1573553981 *i
2022-12-02 22:56:18:484178  ->      37.8    46.3           0.4234467030   0.4431116633   0.7901550124           0.9460853588   0.2237888469 +0.2341816513 *i
2022-12-02 22:56:19:036049  ->      45.9    57.7           0.3837324744   0.6070047509   0.6959127966           0.9208454801   0.2083587761 +0.3295909922 *i
2022-12-02 22:56:19:588163  ->      34.0    24.8           0.5076227239   0.2345546278   0.8290375726           0.9563047560   0.2654084489 +0.1226359204 *i
2022-12-02 22:56:20:140496  ->      40.9    52.6           0.3976737515   0.5201356751   0.7558534692           0.9369774461   0.2122109519 +0.2775604030 *i
2022-12-02 22:56:20:692704  ->      40.5    54.8           0.3743628427   0.5306931594   0.7604059656           0.9381913359   0.1995130569 +0.2828277874 *i
2022-12-02 22:56:21:244962  ->      40.1    24.8           0.5847209245   0.2701789979   0.7649214009           0.9393937941   0.3112224757 +0.1438049727 *i
2022-12-02 22:56:21:797205  ->      41.1    57.8           0.3502996730   0.5562664406   0.7535633923           0.9363662190   0.1870527075 +0.2970346587 *i
2022-12-02 22:56:22:349529  ->      31.7    46.3           0.3630391212   0.3798987398   0.8508111094           0.9619800178   0.1886936914 +0.1974566689 *i
2022-12-02 22:56:22:901809  ->      44.4    26.5           0.6261527650   0.3121882525   0.7144726796           0.9258705848   0.3381427033 +0.1685917328 *i
2022-12-02 22:56:23:453895  ->      41.1    60.6           0.3227079757   0.5727143932   0.7535633923           0.9363662190   0.1723193176 +0.3058175218 *i
2022-12-02 22:56:24:006137  ->      36.2    41.0           0.4457357555   0.3874721808   0.8069603121           0.9505157316   0.2344704778 +0.2038220768 *i
2022-12-02 22:56:24:558414  ->      35.6    30.5           0.5015741261   0.2954497393   0.8131007610           0.9521293927   0.2633959890 +0.1551520946 *i
2022-12-02 22:56:25:110734  ->      43.9    62.4           0.3212503178   0.6144951821   0.7205511117           0.9275104074   0.1731788211 +0.3312605320 *i
2022-12-02 22:56:25:662854  ->      42.6    34.6           0.5571612276   0.3843597856   0.7360970871           0.9316912276   0.2990052987 +0.2062699391 *i
2022-12-02 22:56:26:215404  ->      34.2    36.2           0.4535789780   0.3319696286   0.8270805743           0.9557930148   0.2372788726 +0.1736618826 *i
2022-12-02 22:56:26:767532  ->      47.1    62.4           0.3393842206   0.6491821388   0.6807208690           0.9167117510   0.1851095615 +0.3540819337 *i
2022-12-02 22:56:27:319853  ->      42.0    29.3           0.5835282410   0.3274607767   0.7431448255           0.9335804265   0.3125216770 +0.1753789858 *i
